Name,Type,Total,Total Attack,Total Defense,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Onix,Ground,385,145,240,35,45,160,30,45,70,1,False
Exeggcute,Psychic,325,140,185,60,40,80,60,45,40,1,False
Exeggutor,Psychic,520,275,245,95,95,85,125,65,55,1,False
Rhyhorn,Rock,345,140,205,80,85,95,30,30,25,1,False
Rhydon,Rock,485,215,270,105,130,120,45,45,40,1,False
Starmie,Psychic,520,290,230,60,75,85,100,85,115,1,False
Mr. Mime,Fairy,460,235,225,40,45,65,100,120,90,1,False
Scyther,Flying,500,270,230,70,110,80,55,80,105,1,False
Jynx,Psychic,455,260,195,65,50,35,115,95,95,1,False
PinsirMega Pinsir,Flying,600,325,275,65,155,120,65,90,105,1,False
Gyarados,Flying,540,266,274,95,125,79,60,100,81,1,False
GyaradosMega Gyarados,Dark,640,306,334,95,155,109,70,130,81,1,False
Lapras,Ice,535,230,305,130,85,80,85,95,60,1,False
Omanyte,Water,355,165,190,35,40,100,90,55,35,1,False
Omastar,Water,495,230,265,70,60,125,115,70,55,1,False
Kabuto,Water,355,190,165,30,80,90,55,45,55,1,False
Kabutops,Water,495,260,235,60,115,105,65,70,80,1,False
Aerodactyl,Flying,515,295,220,80,105,65,60,75,130,1,False
AerodactylMega Aerodactyl,Flying,615,355,260,80,135,85,70,95,150,1,False
Articuno,Flying,580,265,315,90,85,100,95,125,85,1,True
Zapdos,Flying,580,315,265,90,90,85,125,90,100,1,True
Moltres,Flying,580,315,265,90,100,90,125,85,90,1,True
Dragonite,Flying,600,314,286,91,134,95,100,100,80,1,False
MewtwoMega Mewtwo X,Fighting,780,474,306,106,190,100,154,100,130,1,True
Hoothoot,Flying,262,116,146,60,30,30,36,56,50,2,False
Noctowl,Flying,442,196,246,100,50,50,76,96,70,2,False
Ledyba,Flying,265,115,150,40,20,30,40,80,55,2,False
Ledian,Flying,390,175,215,55,35,50,55,110,85,2,False
Spinarak,Poison,250,130,120,40,60,40,40,40,30,2,False
Ariados,Poison,390,190,200,70,90,70,60,60,40,2,False
Crobat,Flying,535,290,245,85,90,80,70,80,130,2,False
Chinchou,Electric,330,161,169,75,38,38,56,56,67,2,False
Lanturn,Electric,460,201,259,125,58,58,76,76,67,2,False
Igglybuff,Fairy,210,85,125,90,30,15,40,20,15,2,False
Togetic,Flying,405,160,245,55,40,85,80,105,40,2,False
Natu,Flying,320,190,130,40,50,45,70,45,70,2,False
Xatu,Flying,470,265,205,65,75,70,95,70,95,2,False
AmpharosMega Ampharos,Dragon,610,305,305,90,95,105,165,110,45,2,False
Marill,Fairy,250,80,170,70,20,50,20,50,40,2,False
Azumarill,Fairy,420,160,260,100,50,80,60,80,50,2,False
Hoppip,Flying,250,120,130,35,35,40,35,55,50,2,False
Skiploom,Flying,340,170,170,55,45,50,45,65,80,2,False
Jumpluff,Flying,460,220,240,75,55,70,55,95,110,2,False
Yanma,Flying,390,235,155,65,65,45,75,45,95,2,False
Wooper,Ground,210,85,125,55,45,45,25,25,15,2,False
Quagsire,Ground,430,185,245,95,85,85,65,65,35,2,False
Murkrow,Flying,405,261,144,60,85,42,85,42,91,2,False
Slowking,Psychic,490,205,285,95,75,80,100,110,30,2,False
Girafarig,Psychic,455,255,200,70,80,65,90,65,85,2,False
Forretress,Steel,465,190,275,75,90,140,60,60,40,2,False
Gligar,Flying,430,195,235,65,75,105,35,65,85,2,False
Steelix,Ground,510,170,340,75,85,200,55,65,30,2,False
SteelixMega Steelix,Ground,610,210,400,75,125,230,55,95,30,2,False
Qwilfish,Poison,430,235,195,65,95,75,55,55,85,2,False
Scizor,Steel,500,250,250,70,130,100,55,80,65,2,False
ScizorMega Scizor,Steel,600,290,310,70,150,140,65,100,75,2,False
Shuckle,Rock,505,25,480,20,10,230,10,230,5,2,False
Heracross,Fighting,500,250,250,80,125,75,40,95,85,2,False
HeracrossMega Heracross,Fighting,600,300,300,80,185,115,40,105,75,2,False
Sneasel,Ice,430,245,185,55,95,55,35,75,115,2,False
Magcargo,Rock,410,160,250,50,50,120,80,80,30,2,False
Swinub,Ground,250,130,120,50,50,40,30,30,50,2,False
Piloswine,Ground,450,210,240,100,100,80,60,60,50,2,False
Corsola,Rock,380,155,225,55,55,85,65,85,35,2,False
Delibird,Flying,330,195,135,45,55,45,65,45,75,2,False
Mantine,Flying,465,190,275,65,40,70,80,140,70,2,False
Skarmory,Flying,465,190,275,65,80,140,40,70,70,2,False
Houndour,Fire,330,205,125,45,60,30,80,50,65,2,False
Houndoom,Fire,500,295,205,75,90,50,110,80,95,2,False
HoundoomMega Houndoom,Fire,600,345,255,75,90,90,140,90,115,2,False
Kingdra,Dragon,540,275,265,75,95,95,95,95,85,2,False
Smoochum,Psychic,305,180,125,45,30,15,85,65,65,2,False
Larvitar,Ground,300,150,150,50,64,50,45,50,41,2,False
Pupitar,Ground,410,200,210,70,84,70,65,70,51,2,False
Tyranitar,Dark,600,290,310,100,134,110,95,100,61,2,False
TyranitarMega Tyranitar,Dark,700,330,370,100,164,150,95,120,71,2,False
Lugia,Flying,680,290,390,106,90,130,90,154,110,2,True
Ho-oh,Flying,680,330,350,106,130,90,110,154,90,2,True
Celebi,Grass,600,300,300,100,100,100,100,100,100,2,False
SceptileMega Sceptile,Dragon,630,400,230,70,110,75,145,85,145,3,False
Combusken,Fighting,405,225,180,60,85,60,85,60,55,3,False
Blaziken,Fighting,530,310,220,80,120,70,110,70,80,3,False
BlazikenMega Blaziken,Fighting,630,390,240,80,160,80,130,80,100,3,False
Marshtomp,Ground,405,195,210,70,85,70,60,70,50,3,False
Swampert,Ground,535,255,280,100,110,90,85,90,60,3,False
SwampertMega Swampert,Ground,635,315,320,100,150,110,95,110,70,3,False
Beautifly,Flying,395,235,160,60,70,50,100,50,65,3,False
Dustox,Poison,385,165,220,60,50,70,50,90,65,3,False
Lotad,Grass,220,100,120,40,30,30,40,50,30,3,False
Lombre,Grass,340,160,180,60,50,50,60,70,50,3,False
Ludicolo,Grass,480,230,250,80,70,70,90,100,70,3,False
Nuzleaf,Dark,340,190,150,70,70,40,60,40,60,3,False
Shiftry,Dark,480,270,210,90,100,60,90,60,80,3,False
Taillow,Flying,270,170,100,40,55,30,30,30,85,3,False
Swellow,Flying,430,260,170,60,85,60,50,50,125,3,False
Wingull,Flying,270,170,100,40,30,30,55,30,85,3,False
Pelipper,Flying,430,200,230,60,50,100,85,70,65,3,False
Ralts,Fairy,198,110,88,28,25,25,45,35,40,3,False
Kirlia,Fairy,278,150,128,38,35,35,65,55,50,3,False
Gardevoir,Fairy,518,270,248,68,65,65,125,115,80,3,False
GardevoirMega Gardevoir,Fairy,618,350,268,68,85,65,165,135,100,3,False
Surskit,Water,269,145,124,40,30,32,50,52,65,3,False
Masquerain,Flying,414,200,214,70,60,62,80,82,60,3,False
Breloom,Fighting,460,260,200,60,130,80,60,60,70,3,False
Nincada,Ground,266,115,151,31,45,90,30,30,40,3,False
Ninjask,Flying,456,300,156,61,90,45,50,50,160,3,False
Shedinja,Ghost,236,160,76,1,90,45,30,30,40,3,False
Azurill,Fairy,190,60,130,50,20,40,20,40,20,3,False
Sableye,Ghost,380,190,190,50,75,75,65,65,50,3,False
SableyeMega Sableye,Ghost,480,190,290,50,85,125,85,115,20,3,False
Mawile,Fairy,380,190,190,50,85,85,55,55,50,3,False
MawileMega Mawile,Fairy,480,210,270,50,105,125,55,95,50,3,False
Aron,Rock,330,140,190,50,70,100,40,40,30,3,False
Lairon,Rock,430,180,250,60,90,140,50,50,40,3,False
Aggron,Rock,530,220,310,70,110,180,60,60,50,3,False
Meditite,Psychic,280,140,140,30,40,55,40,55,60,3,False
Medicham,Psychic,410,200,210,60,60,75,60,75,80,3,False
MedichamMega Medicham,Psychic,510,280,230,60,100,85,80,85,100,3,False
Roselia,Poison,400,225,175,50,60,45,100,80,65,3,False
Carvanha,Dark,305,220,85,45,90,20,65,20,65,3,False
Sharpedo,Dark,460,310,150,70,120,40,95,40,95,3,False
SharpedoMega Sharpedo,Dark,560,355,205,70,140,70,110,65,105,3,False
Numel,Ground,305,160,145,60,60,40,65,45,35,3,False
Camerupt,Ground,460,245,215,70,100,70,105,75,40,3,False
CameruptMega Camerupt,Ground,560,285,275,70,120,100,145,105,20,3,False
Vibrava,Dragon,340,190,150,50,70,50,50,50,70,3,False
Flygon,Dragon,520,280,240,80,100,80,80,80,100,3,False
Cacturne,Dark,475,285,190,70,115,60,115,60,55,3,False
Swablu,Flying,310,130,180,45,40,60,40,75,50,3,False
Altaria,Flying,490,220,270,75,70,90,70,105,80,3,False
AltariaMega Altaria,Fairy,590,300,290,75,110,110,110,105,80,3,False
Lunatone,Psychic,440,220,220,70,55,65,95,85,70,3,False
Solrock,Psychic,440,220,220,70,95,85,55,65,70,3,False
Barboach,Ground,288,154,134,50,48,43,46,41,60,3,False
Whiscash,Ground,468,214,254,110,78,73,76,71,60,3,False
Crawdaunt,Dark,468,265,203,63,120,85,90,55,55,3,False
Baltoy,Psychic,300,135,165,40,40,55,40,70,55,3,False
Claydol,Psychic,500,215,285,60,70,105,70,120,75,3,False
Lileep,Grass,355,125,230,66,41,77,61,87,23,3,False
Cradily,Grass,495,205,290,86,81,97,81,107,43,3,False
Anorith,Bug,355,210,145,45,95,50,40,50,75,3,False
Armaldo,Bug,495,240,255,75,125,100,70,80,45,3,False
Tropius,Flying,460,191,269,99,68,83,72,87,51,3,False
Spheal,Water,290,120,170,70,40,50,55,50,25,3,False
Sealeo,Water,410,180,230,90,60,70,75,70,45,3,False
Walrein,Water,530,240,290,110,80,90,95,90,65,3,False
Relicanth,Rock,485,190,295,100,90,130,45,65,55,3,False
Salamence,Flying,600,345,255,95,135,80,110,80,100,3,False
SalamenceMega Salamence,Flying,700,385,315,95,145,130,120,90,120,3,False
Beldum,Psychic,300,120,180,40,55,80,35,60,30,3,False
Metang,Psychic,420,180,240,60,75,100,55,80,50,3,False
Metagross,Psychic,600,300,300,80,135,130,95,90,70,3,False
MetagrossMega Metagross,Psychic,700,360,340,80,145,150,105,110,110,3,False
Latias,Psychic,600,300,300,80,80,90,110,130,110,3,True
LatiasMega Latias,Psychic,700,350,350,80,100,120,140,150,110,3,True
Latios,Psychic,600,330,270,80,90,80,130,110,110,3,True
LatiosMega Latios,Psychic,700,400,300,80,130,100,160,120,110,3,True
GroudonPrimal Groudon,Fire,770,420,350,100,180,160,150,90,90,3,True
Rayquaza,Flying,680,395,285,105,150,90,150,90,95,3,True
RayquazaMega Rayquaza,Flying,780,475,305,105,180,100,180,100,115,3,True
Jirachi,Psychic,600,300,300,100,100,100,100,100,100,3,True
Torterra,Ground,525,240,285,95,109,105,75,85,56,4,False
Monferno,Fighting,405,237,168,64,78,52,78,52,81,4,False
Infernape,Fighting,534,316,218,76,104,71,104,71,108,4,False
Empoleon,Steel,530,257,273,84,86,88,111,101,60,4,False
Starly,Flying,245,145,100,40,55,30,30,30,60,4,False
Staravia,Flying,340,195,145,55,75,50,40,40,80,4,False
Staraptor,Flying,485,270,215,85,120,70,50,60,100,4,False
Bibarel,Water,410,211,199,79,85,60,55,60,71,4,False
Budew,Poison,280,135,145,40,30,35,50,70,55,4,False
Roserade,Poison,515,285,230,60,70,65,125,105,90,4,False
Shieldon,Steel,350,114,236,30,42,118,42,88,30,4,False
Bastiodon,Steel,495,129,366,60,52,168,47,138,30,4,False
WormadamPlant Cloak,Grass,424,174,250,60,59,85,79,105,36,4,False
WormadamSandy Cloak,Ground,424,174,250,60,79,105,59,85,36,4,False
WormadamTrash Cloak,Steel,424,174,250,60,69,95,69,95,36,4,False
Mothim,Flying,424,254,170,70,94,50,94,50,66,4,False
Combee,Flying,244,130,114,30,30,42,30,42,70,4,False
Vespiquen,Flying,474,200,274,70,80,102,80,102,40,4,False
Gastrodon,Ground,475,214,261,111,83,68,92,82,39,4,False
Drifloon,Flying,348,180,168,90,50,34,60,44,70,4,False
Drifblim,Flying,498,250,248,150,80,44,90,54,80,4,False
LopunnyMega Lopunny,Fighting,580,325,255,65,136,94,54,96,135,4,False
Honchkrow,Flying,505,301,204,100,125,52,105,52,71,4,False
Stunky,Dark,329,178,151,63,63,47,41,41,74,4,False
Skuntank,Dark,479,248,231,103,93,67,71,61,84,4,False
Bronzor,Psychic,300,71,229,57,24,86,24,86,23,4,False
Bronzong,Psychic,500,201,299,67,89,116,79,116,33,4,False
Mime Jr.,Fairy,310,155,155,20,25,45,70,90,60,4,False
Chatot,Flying,411,248,163,76,65,45,92,42,91,4,False
Spiritomb,Dark,485,219,266,50,92,108,92,108,35,4,False
Gible,Ground,300,152,148,58,70,45,40,45,42,4,False
Gabite,Ground,410,222,188,68,90,65,50,55,82,4,False
Garchomp,Ground,600,312,288,108,130,95,80,85,102,4,False
GarchompMega Garchomp,Ground,700,382,318,108,170,115,120,95,92,4,False
Lucario,Steel,525,315,210,70,110,70,115,70,90,4,False
LucarioMega Lucario,Steel,625,397,228,70,145,88,140,70,112,4,False
Skorupi,Bug,330,145,185,40,50,90,30,55,65,4,False
Drapion,Dark,500,245,255,70,90,110,60,75,95,4,False
Croagunk,Fighting,300,172,128,48,61,40,61,40,50,4,False
Toxicroak,Fighting,490,277,213,83,106,65,86,65,85,4,False
Mantyke,Flying,345,130,215,45,20,50,60,120,50,4,False
Snover,Ice,334,164,170,60,62,50,62,60,40,4,False
Abomasnow,Ice,494,244,250,90,92,75,92,85,60,4,False
AbomasnowMega Abomasnow,Ice,594,294,300,90,132,105,132,105,30,4,False
Weavile,Ice,510,290,220,70,120,65,45,85,125,4,False
Magnezone,Steel,535,260,275,70,70,115,130,90,60,4,False
Rhyperior,Rock,535,235,300,115,140,130,55,55,40,4,False
Togekiss,Flying,545,250,295,85,50,95,120,115,80,4,False
Yanmega,Flying,515,287,228,86,76,86,116,56,95,4,False
Gliscor,Flying,510,235,275,75,95,125,45,75,95,4,False
Mamoswine,Ground,530,280,250,110,130,80,70,60,80,4,False
Gallade,Fighting,518,270,248,68,125,65,65,115,80,4,False
GalladeMega Gallade,Fighting,618,340,278,68,165,95,65,115,110,4,False
Probopass,Steel,525,170,355,60,55,145,75,150,40,4,False
Froslass,Ghost,480,270,210,70,80,70,80,70,110,4,False
Rotom,Ghost,440,236,204,50,50,77,95,77,91,4,False
RotomHeat Rotom,Fire,520,256,264,50,65,107,105,107,86,4,False
RotomWash Rotom,Water,520,256,264,50,65,107,105,107,86,4,False
RotomFrost Rotom,Ice,520,256,264,50,65,107,105,107,86,4,False
RotomFan Rotom,Flying,520,256,264,50,65,107,105,107,86,4,False
RotomMow Rotom,Grass,520,256,264,50,65,107,105,107,86,4,False
Dialga,Dragon,680,360,320,100,120,120,150,100,90,4,True
Palkia,Dragon,680,370,310,90,120,100,150,120,100,4,True
Heatran,Steel,600,297,303,91,90,106,130,106,77,4,True
GiratinaAltered Forme,Dragon,680,290,390,150,100,120,100,120,90,4,True
GiratinaOrigin Forme,Dragon,680,330,350,150,120,100,120,100,90,4,True
ShayminSky Forme,Flying,600,350,250,100,103,75,120,75,127,4,True
Victini,Fire,600,300,300,100,100,100,100,100,100,5,True
Pignite,Fighting,418,218,200,90,93,55,70,55,55,5,False
Emboar,Fighting,528,288,240,110,123,65,100,65,65,5,False
Pidove,Flying,264,134,130,50,55,50,36,30,43,5,False
Tranquill,Flying,358,192,166,62,77,62,50,42,65,5,False
Unfezant,Flying,488,273,215,80,115,80,65,55,93,5,False
Woobat,Flying,313,172,141,55,45,43,55,43,72,5,False
Swoobat,Flying,425,248,177,67,57,55,77,55,114,5,False
Excadrill,Steel,508,273,235,110,135,60,50,65,88,5,False
AudinoMega Audino,Fairy,545,190,355,103,60,126,80,126,50,5,False
Palpitoad,Ground,384,199,185,75,65,55,65,55,69,5,False
Seismitoad,Ground,509,254,255,105,95,75,85,75,74,5,False
Sewaddle,Grass,310,135,175,45,53,70,40,60,42,5,False
Swadloon,Grass,380,155,225,55,63,90,50,80,42,5,False
Leavanny,Grass,500,265,235,75,103,80,70,80,92,5,False
Venipede,Poison,260,132,128,30,45,59,30,39,57,5,False
Whirlipede,Poison,360,142,218,40,55,99,40,79,47,5,False
Scolipede,Poison,485,267,218,60,100,89,55,69,112,5,False
Cottonee,Fairy,280,130,150,40,27,60,37,50,66,5,False
Whimsicott,Fairy,480,260,220,60,67,85,77,75,116,5,False
Sandile,Dark,292,172,120,50,72,35,35,35,65,5,False
Krokorok,Dark,351,201,150,60,82,45,45,45,74,5,False
Krookodile,Dark,519,274,245,95,117,80,65,70,92,5,False
DarmanitanZen Mode,Psychic,540,225,315,105,30,105,140,105,55,5,False
Dwebble,Rock,325,155,170,50,65,85,35,35,55,5,False
Crustle,Rock,475,205,270,70,95,125,65,75,45,5,False
Scraggy,Fighting,348,158,190,50,75,70,35,70,48,5,False
Scrafty,Fighting,488,193,295,65,90,115,45,115,58,5,False
Sigilyph,Flying,490,258,232,72,58,80,103,80,97,5,False
Tirtouga,Rock,355,153,202,54,78,103,53,45,22,5,False
Carracosta,Rock,495,223,272,74,108,133,83,65,32,5,False
Archen,Flying,401,256,145,55,112,45,74,45,70,5,False
Archeops,Flying,567,362,205,75,140,65,112,65,110,5,False
Ducklett,Flying,305,143,162,62,44,50,44,50,55,5,False
Swanna,Flying,473,272,201,75,87,63,87,63,98,5,False
Deerling,Grass,335,175,160,60,60,50,40,50,75,5,False
Sawsbuck,Grass,475,255,220,80,100,70,60,70,95,5,False
Emolga,Flying,428,253,175,55,75,60,75,60,103,5,False
Escavalier,Steel,495,215,280,70,135,105,60,105,20,5,False
Foongus,Poison,294,125,169,69,55,45,55,55,15,5,False
Amoonguss,Poison,464,200,264,114,85,70,85,80,30,5,False
Frillish,Ghost,335,145,190,55,40,50,65,85,40,5,False
Jellicent,Ghost,480,205,275,100,60,70,85,105,60,5,False
Joltik,Electric,319,169,150,50,47,50,57,50,65,5,False
Galvantula,Electric,472,282,190,70,77,60,97,60,108,5,False
Ferroseed,Steel,305,84,221,44,50,91,24,86,10,5,False
Ferrothorn,Steel,489,168,321,74,94,131,54,116,20,5,False
Litwick,Fire,275,115,160,50,30,55,65,55,20,5,False
Lampent,Fire,370,190,180,60,40,60,95,60,55,5,False
Chandelure,Fire,520,280,240,60,55,90,145,90,80,5,False
Stunfisk,Electric,471,179,292,109,66,84,81,99,32,5,False
Golett,Ghost,303,144,159,59,74,50,35,50,35,5,False
Golurk,Ghost,483,234,249,89,124,80,55,80,55,5,False
Pawniard,Steel,340,185,155,45,85,70,40,40,60,5,False
Bisharp,Steel,490,255,235,65,125,100,60,70,70,5,False
Rufflet,Flying,350,180,170,70,83,50,37,50,60,5,False
Braviary,Flying,510,260,250,100,123,75,57,75,80,5,False
Vullaby,Flying,370,160,210,70,55,75,45,65,60,5,False
Mandibuzz,Flying,510,200,310,110,65,105,55,95,80,5,False
Durant,Steel,484,266,218,58,109,112,48,48,109,5,False
Deino,Dragon,300,148,152,52,65,50,45,50,38,5,False
Zweilous,Dragon,420,208,212,72,85,70,65,70,58,5,False
Hydreigon,Dragon,600,328,272,92,105,90,125,90,98,5,False
Larvesta,Fire,360,195,165,55,85,55,50,55,60,5,False
Volcarona,Fire,550,295,255,85,60,65,135,105,100,5,False
Cobalion,Fighting,580,288,292,91,90,129,90,72,108,5,True
Terrakion,Fighting,580,309,271,91,129,90,72,90,108,5,True
Virizion,Fighting,580,288,292,91,90,72,90,129,108,5,True
ThundurusIncarnate Forme,Flying,580,351,229,79,115,70,125,80,111,5,True
ThundurusTherian Forme,Flying,580,351,229,79,105,70,145,80,101,5,True
Reshiram,Fire,680,360,320,100,120,100,150,120,90,5,True
Zekrom,Electric,680,360,320,100,150,120,120,100,90,5,True
LandorusIncarnate Forme,Flying,600,341,259,89,125,90,115,80,101,5,True
LandorusTherian Forme,Flying,600,341,259,89,145,90,105,80,91,5,True
Kyurem,Ice,660,355,305,125,130,90,130,90,95,5,True
KyuremBlack Kyurem,Ice,700,385,315,125,170,100,120,90,95,5,True
KyuremWhite Kyurem,Ice,700,385,315,125,120,90,170,100,95,5,True
KeldeoOrdinary Forme,Fighting,580,309,271,91,72,90,129,90,108,5,False
KeldeoResolute Forme,Fighting,580,309,271,91,72,90,129,90,108,5,False
MeloettaAria Forme,Psychic,600,295,305,100,77,77,128,128,90,5,False
MeloettaPirouette Forme,Fighting,600,333,267,100,128,90,77,77,128,5,False
Genesect,Steel,600,339,261,71,120,95,120,95,99,5,False
Chesnaught,Fighting,530,245,285,88,107,122,74,75,64,6,False
Delphox,Psychic,534,287,247,75,69,72,114,100,104,6,False
Greninja,Dark,530,320,210,72,95,67,103,71,122,6,False
Diggersby,Ground,423,184,239,85,56,77,50,77,78,6,False
Fletchling,Flying,278,152,126,45,50,43,40,38,62,6,False
Fletchinder,Flying,382,213,169,62,73,55,56,52,84,6,False
Talonflame,Flying,499,281,218,78,81,71,74,69,126,6,False
Vivillon,Flying,411,231,180,80,52,50,90,50,89,6,False
Litleo,Normal,369,195,174,62,50,58,73,54,72,6,False
Pyroar,Normal,507,283,224,86,68,72,109,66,106,6,False
Pangoro,Dark,495,251,244,95,124,78,69,71,58,6,False
Honedge,Ghost,325,143,182,45,80,100,35,37,28,6,False
Doublade,Ghost,448,190,258,59,110,150,45,49,35,6,False
AegislashBlade Forme,Ghost,520,360,160,60,150,50,150,50,60,6,False
AegislashShield Forme,Ghost,520,160,360,60,50,150,50,150,60,6,False
Inkay,Psychic,288,136,152,53,54,53,37,46,45,6,False
Malamar,Psychic,482,233,249,86,92,88,68,75,73,6,False
Binacle,Water,306,141,165,42,52,67,39,56,50,6,False
Barbaracle,Water,500,227,273,72,105,115,54,86,68,6,False
Skrelp,Water,320,150,170,50,60,60,60,60,30,6,False
Dragalge,Dragon,494,216,278,65,75,90,97,123,44,6,False
Helioptile,Normal,289,169,120,44,38,33,61,43,70,6,False
Heliolisk,Normal,481,273,208,62,55,52,109,94,109,6,False
Tyrunt,Dragon,362,182,180,58,89,77,45,45,48,6,False
Tyrantrum,Dragon,521,261,260,82,121,119,69,59,71,6,False
Amaura,Ice,362,172,190,77,59,50,67,63,46,6,False
Aurorus,Ice,521,234,287,123,77,72,99,92,58,6,False
Hawlucha,Flying,500,284,216,78,92,75,74,63,118,6,False
Dedenne,Fairy,431,240,191,67,58,57,81,67,101,6,False
Carbink,Fairy,500,150,350,50,50,150,50,150,50,6,False
Klefki,Fairy,470,235,235,57,80,91,80,87,75,6,False
Phantump,Grass,309,158,151,43,70,48,50,60,38,6,False
Trevenant,Grass,474,231,243,85,110,76,65,82,56,6,False
PumpkabooAverage Size,Grass,335,161,174,49,66,70,44,55,51,6,False
PumpkabooSmall Size,Grass,335,166,169,44,66,70,44,55,56,6,False
PumpkabooLarge Size,Grass,335,156,179,54,66,70,44,55,46,6,False
PumpkabooSuper Size,Grass,335,151,184,59,66,70,44,55,41,6,False
GourgeistAverage Size,Grass,494,232,262,65,90,122,58,75,84,6,False
GourgeistSmall Size,Grass,494,242,252,55,85,122,58,75,99,6,False
GourgeistLarge Size,Grass,494,222,272,75,95,122,58,75,69,6,False
GourgeistSuper Size,Grass,494,212,282,85,100,122,58,75,54,6,False
Noibat,Dragon,245,130,115,40,30,35,45,40,55,6,False
Noivern,Dragon,535,290,245,85,70,80,97,80,123,6,False
Yveltal,Flying,680,361,319,126,131,95,131,98,99,6,True
Zygarde50% Forme,Ground,600,276,324,108,100,121,81,95,95,6,True
Diancie,Fairy,600,250,350,50,100,150,100,150,50,6,True
DiancieMega Diancie,Fairy,700,430,270,50,160,110,160,110,110,6,True
HoopaHoopa Confined,Ghost,600,330,270,80,110,60,150,130,70,6,True
HoopaHoopa Unbound,Dark,680,410,270,80,160,60,170,130,80,6,True
Volcanion,Water,600,310,290,80,110,120,130,90,70,6,True
